month_date_yyyymm,cbsa_code,cbsa_title,State,alabama,alaska,arizona,arkansas,california,colorado,connecticut ,deleware,florida,georgia,hawaii,idaho,illinois,indiana,kansas,kentucky,louisiana,maine,maryland,massachusetts,michigan,minnessotta,mississippi,missouri,montana ,nebraska,nevada,new hampshire,new jersey,new mexico,new york,north carolina ,north dakota,ohio ,oklahoma,oregon,pennsylvania,south carolina,south dakota,tennessee,texas,utah ,vermont,virginia,washington,west virgina,wisconsin,nielsen_hh_rank,hotness_rank,hotness_rank_mm,hotness_rank_yy,hotness_score,supply_score,demand_score,median_days_on_market,median_days_on_market_yy,median_dom_vs_us,median_listing_price,median_listing_price_vs_us
202204,19300,"daphne-fairhope-foley, al",Alabama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,164,22,71,46.153846,62.54180602,29.76588629,29,-0.292682927,-5,549000,1.2918
202204,17820,"colorado springs, co",Colorado,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,48,-11,-33,71.571906,98.66220736,44.48160535,10,-0.090909091,-24,525000,1.2353
202204,18140,"columbus, oh",Ohio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11,1,-3,92.140468,97.32441472,86.95652174,13,-0.161290323,-21,325000,0.7647
202204,17140,"cincinnati, oh-ky-in",Ohio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,186,36,-20,42.809365,34.44816054,51.17056856,36,-0.064935065,2,332804,0.7831
202204,42660,"seattle-tacoma-bellevue, wa",Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,174,2,10,44.648829,86.28762542,3.010033445,21,-0.25,-13,799999,1.8824
202204,44140,"springfield, ma",Massachussetts ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,10,4,7,92.809365,92.64214047,92.97658863,17,-0.260869565,-17,355000,0.8353
202204,27140,"jackson, ms",Mississippii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,230,-69,29,32.77592,34.44816054,31.10367893,36,-0.492957746,2,304999,0.7176
202204,27740,"johnson city, tn",Tennessee ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,204,16,-3,0,87.959866,76.2541806,99.66555184,25,-0.122807018,-9,364900,0.8586
202204,29200,"lafayette-west lafayette, in",Indiana ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,26,20,-21,80.267559,67.89297659,92.64214047,28,0.435897436,-6,330000,0.7765
202204,19380,"dayton, oh",Ohio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,52,-20,-17,71.070234,67.89297659,74.24749164,28,-0.125,-6,214900,0.5056
202204,40900,"sacramento--roseville--arden-arcade, ca",California,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,105,-29,-49,57.859532,83.61204013,32.10702341,23,-0.115384615,-11,649950,1.5293
202204,38860,"portland-south portland, me",Maine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,4,7,-1,96.488294,95.31772575,97.65886288,15,-0.142857143,-19,525000,1.2353
202204,29540,"lancaster, pa",Pennsylvania ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,103,97,-38,-38,59.531773,30.43478261,88.62876254,37,0.072463768,3,374900,0.8821
202204,26420,"houston-the woodlands-sugar land, tx",Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,278,-3,-9,17.22408,34.44816054,0,36,-0.152941176,2,389900,0.9174
202204,46340,"tyler, tx",Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,205,92,18,-18,61.371237,52.5083612,70.23411371,31,-0.138888889,-3,369000,0.8682
202204,33340,"milwaukee-waukesha-west allis, wi",Wisconsin ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,130,37,-13,52.006689,41.13712375,62.87625418,34,-0.081081081,0,334900,0.788
202204,15540,"burlington-south burlington, vt",Vermont ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,201,7,0,24,94.816054,92.64214047,96.98996656,17,-0.260869565,-17,433000,1.0188
202204,29820,"las vegas-henderson-paradise, nv",Nevada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,180,-7,-8,43.812709,84.94983278,2.675585284,22,-0.2,-12,495000,1.1647
